symbol,name,ccu_slug,market_cap_rank
ZARX,ZARX,zarx,
ZCN2,Zichain,zichain,
ZCON,Zcon Protocol,zcon-protocol,
ZCRT,ZCore Token,zcore-token,
ZDEX,Zeedex,zeedex,
ZEFI,ZCore Finance,zcore-finance,
ZEMZ,Zemz,zemz,
ZEN2,Zen,zen,
ZEOS,zeosX,zeosx,
ZERO,Zero Exchange,zero-exchange,
ZEZE,ZEZE,zeze,
ZIAR,Ziar,ziar,
ZILD,Zild Finance Coin,zild-finance-coin,
ZITI,Ziticoin,ziticoin,
ZLOT,zLOT Finance,zlot-finance,
ZOM2,Zoom Protocol,zoom-protocol,
ZOO2,ZooKeeper,zookeeper,
ZORT,Zort coin,zort-coin,
ZOTH,Zooth,zooth,
ZPT2,Zoptax,zoptax,
ZSC2,ZeroState,zerostate,
ZTN2,Zetanet,zetanet,
ZTNZ,Ztranzit Coin,ztranzit-coin,
ZTTL,Zettelkasten,zettelkasten,
ZUSD,Zytara Dollar,zytara-dollar,
ZUUM,Zuum,zuum,
ZWAP,ZilSwap,zilswap,3013
ZYRO,Zyro,zyro,
ZYX3,ZYX DeFi,zyx-defi,
bDLR,GOVEARN,bDLR,
cCBD,CBD Cash,cbd-cash,
drmx,DreamX,drmx,
eCum,EthereumCum,ethereumcum,2612
jedi,JEDI,jedi,
movi,movi.finance,movi-finance,
rFIS,Stafi rToken,stafi-rtoken,
rKSM,Kusama rToken,kusama-rtoken,
rXTZ,Tezos rToken,tezos-rtoken,
sith,SITH,sith,
wFTM,Wrapped Fantom,wrapped-fantom,
wPGO,Wrapped Pengolincoin,wrapped-pengolincoin,
$HONK,Honk,honk,
$OUND,Inmusik,inmusik,
$PACE,Space Doge Dollar,space-doge-dollar,
$PePe,$PePe Coin,$pepe-coin,
0GOLD,ZeroGold,zerogold,
1POOL,1Pool Governance Token,1pool-governance-token,
24Car,BlueQbit,24Car,
AA.cx,Alcoa Tokenized Stock,AA.cx,
ABDT1,AtlantisBlueDigitalToken,atlantisbluedigitaltoken,
ABELE,Abele,abele,
ABUSD,Aave BUSD,aave-busd,
ACLYD,The Aclyd Project,aclyd,
AD4TH,AD4th,ad4th,
ADAUP,Binance Cardano Long,binance-cardano-long,
ADNFT,Cryptoadsnft,cryptoadsnft,
ADONX,Adonx,adonx,
ADST1,TronADS,tronads,
AETH3,Akasha,akasha,
AF.cx,Air France-Klm Tokenized Stock,AF.cx,
AG.cx,First Majestic Silver Corp.,AG.cx,
AGRI2,Agri Novus,agri-novus,
AKITA,Akita Inu,akita-inu,
ALEEF,Aleef Coin,aleef-coin,
ALEND,Aave LEND,aave-lend,
ALETH,Alchemix ETH,alchemix-eth,
ALGO2,Algotrading,algotrading,
ALGOP,AlgoPainter,algopainter,
ALINK,Aave LINK,aave-link,
ALIV1,AIivio,aiivio,
ALKOM,Alpha Kombat,alpha-kombat,
ALLEY,Alley Token,alley-token,
ALPHR,Alph Finance,alph-finance,
AMANA,Aave MANA,aave-mana,
AMAS2,Amasa,,
AMMO2,AmmoSwap,ammoswap,
AMORS,Amorsys,amorsys,
AN.cx,Autonation Tokenized Stock,AN.cx,
ANGEL,Crowd For Angels,crowd-for-angels,
ANITO,Anito,anito,
ANTE3,ANTEs,antes,
ANTE4,TRONbet,tronbet1,
ANTE5,TRONbetANTE,tronbetante1,
ANUS2,Uranus Token,uranus-token,
AR.cx,Antero Resources Tokenized Stock,ar.cx,
ARBIT,Topl,topl,
ARCH2,ARCH,arch,
ARCHC,Arch Crypton,arch-crypton,
ARCX1,ArcadierX,arcadierx,
ARKER,ARKER,arker,
ARTIS,Artis Turba,artis-turba,
ASTA2,Astar Network,plasm-network,
ASTC3,Astorcoin,astorcoin,
ASTR2,AstrCoin,astrcoin,
ASTRA,Astra Coin,astra-coin,
ASUSD,Aave SUSD,aave-susd,
ATMTR,ATMDistribution,atmdistribution,
ATOLL,ATOLL,atoll,
ATOM1,Atom,atom,
ATUSD,Aave TUSD,aave-tusd,
AUDT2,AustralianDollar Token,australiandollar-token,
AURUM,Aurum,aurum,
AUSCM,Auric Network,auric-network,
AUSDC,Aave USDC,aave-usdc,
AUSDT,Aave USDT,aave-usdt,
AUTO3,AUTOv2,autov2,
AUTO4,Autostake,autostake,
AWBTC,Aave WBTC,aave-wbtc,
AZERO,Aleph Zero,,
Activ,ActivEightCoin,Activ,
BA.cx,Boeing Tokenized Stock,BA.cx,
BAANX,Baanx,baanx,
BAILS,Bailsman,bailsman,
BANKS,BANKS,banks,
BASED,Based Money,based-money,
BB.cx,BlackBerry Tokenized Stock,blackberry-tokenized-stock,
BBANK,BlockBank,blockbank,
BBFEG,Babyfeg,babyfeg,
BCHUP,Binance Bitcoin Cash Long,binance-bitcoin-cash-long,
BCUBE,BCUBE token,bcube-token,
BDAY2,Birthday Cake Finance,birthday-cake-finance,
BDIGG,Badger Sett Digg,bdigg,
BE.cx,Bloom Energy Corporation,BE.cx,
BEAR4,HoneyBear,honeybear,
BEENG,BEENG Token,beeng-token,
BEER5,beergarden.finance,beergarden-finance,
BEER6,Beer Game Token,beer-game-token,
BEST2,Bestswap Token,bestswap-token,
BEST3,Bitcoin and Ethereum Standard Token,best,
BETEC,Betec,betec,
BETH2,Binance Ethereum Token,binance-ethereum,
BICAS,BitherCash,bithercash-token,
BIFI3,BiFi Token,bifi-token,
BILL2,TillBilly,tillbilly,
BIRD2,Birdy Finance,bird-money,
BITRO,Bitroneum,bitroneum,
BITT2,BitToken,bittoken,
BLANK,Blank,blank,
BLUE2,Blue Swap,blue-swap,
BMARS,Binamars,binamars,
BNBUP,Binance Binance Coin Long,binance-binance-coin-long,
BOCHA,Bochacoin,bochacoin,
BONE2,Bone ShibaSwap,bone-shibaswap,
BOOMC,BoomCoin,boomcoin,
BOPTI,Bopti,bopti,
BP.cx,BP - USD,BP.cx,
BPENG,BabyPenguin,babypenguin,
BPRO2,BPRO,bpro,
BRAND,Brand Coin,brand-coin,
BRECO,Bitcoin Reference Line,bitcoin-reference-line,
BRIBE,Bribe Protocol,bribe-protocol,
BRICK,FortNiteBR Bricks,brick-token,
BROSE,BLACKROSE COİN,blackrose-coin,
BSHA3,BSHA3,bsha3,
BSWAP,BSwap,bswap,
BTC++,PieDAO BTC++,piedao-btc,
BTC2X,Bitcoin2x,bitcoin2x,
BTC3L,Bitcoin 3x Daily Long,bitcoin-3x-daily-long,
BTC3S,Bitcoin 3x Daily Short,bitcoin-3x-daily-short,
BTCA2,Bitcoin Asia,bitcoin-asia,
BTCC2,BTCCREDIT,btccredit,
BTCHG,Bitcoin Hedge,bitcoin-hedge,
BTCL1,BTCL,btcl,
BTCMT,Minto,minto,
BTCP2,Bitcoin Pro,bitcoin-pro,
BTCR2,Bitlica,bitlica,
BTCR3,Bitcurate,bitcurate,
BTCS2,Bitcoin Silver,bitcoin-silver,
BTCT2,Bitcoin True,bitcoin-true,
BTCT3,Bitcoin Tokenomics,bitcoin-tokenomics,
BTCUP,BTCUP,btcup,
BTCV2,Bitcoin Vault,bitcoin-vault,
BTCZ2,BitcoinBronze,bitcoinbronze,
BTLLR,Betller Coin,betller-coin,
BTMXS,BTMX Souvenir Token,btmx-souvenir-token,
BTNYX,BitOnyx,bitonyx,
BTRN2,BitronCoin,bitroncoin,
BTRST,Braintrust,braintrust,
BTTR2,BitTiger,bittiger,
BUCKY,Bucky,bucky,
BUIDL,DFOhub,dfohub,
BUILD,Builderium,builderium,
BULL3,BullFarm,bullfarm,
BULLC,Bull Finance,bull-finance,
BURN4,BURN,burndefi,
BURNT,Burnt Finance,burnt-finance,
BWARE,Bware Labs,bware-labs,
BXIOT,bXIOT,bxiot,
Bonus,Bonus,bonus,2740
CACXT,Convertible ACXT,convertible-acxt,
CANA2,Cannabis Seed Token,cannabis-seed-token,
CANDY,Crypto Candy,CANDY,
CAPCT,Captive,captive,
CARBO,CarbonDEFI.finance,carbondefi.finance,
CASH3,Litecash,litecash,
CASH4,CASH,cash,
CASH5,Upcash,upcash,
CASI2,Ace Casino,ace-casino,
CATS2,Catoshi Nakamoto,catoshi-nakamoto,
CATT2,Catex Token,catex-token,
CBANK,CryptoBank,cryptobank,
CC.cx,Chemours Tokenized Stock,CC.cx,
CCASH,CampusCash,campuscash,
CCINT,CCINT,ccint,
CDOGE,ChubbyDoge,chubbydoge,
CDONK,Club Donkey,club-donkey,
CENTY,CENTY,centy,
CETH2,CreaEther,creaether,
CHAIN,Chain Games,chain-games,
CHAOS,ZKCHAOS,zkchaos,
CHEWY,WOOKIE,wookie,
CHIP2,CHIP Stablecoin,chip-stablecoin,
CHUEY,Chihuahua Finance,chihuahua-finance,
CIHUA,Cihuahua Token,cihuahua-token,
CIRUS,Cirus,cirus,
CLAWS,Badger DAO Yield Dollar,claws,
CLRTY,Clarity,clarity-project,
CMDTY,Cryptomodity,cryptomodity,
CNNBS,CNNBS,cnnbs,
COAL2,Coalculus,coalculus,
COCO2,Coconuts,coconuts,
COCO3,Coco Swap,coco-swap,
CODEO,CODEO TOKEN,codeo-token,
COFI2,CoFiX,cofix,
COIN3,Coin Artist,coin-artist,
COIN5,StakeCoin,stakecoin,
COINN,Conexão Coin,conexao-coin,
COKE2,Coke Token,coke-token,
COMM2,Commonwealth Token,commonwealth-token,
COOL2,TRONSCHOOL,tronschool,
CORAL,Coral Swap,coral-swap,
CORN2,Popcorn,popcorn,
CORN3,CORN,corn,
CORN4,Cornichon,cornichon,
COSHI,CoShi Inu,coshi-inu,
COURT,OptionRoom Governance Token,optionroom-governance-token,
COVEX,CoVEX,covex,
CPAY2,Chain Pay,CPAY,
CPROP,CPROP,cprop,
CRAFT,deCraft Finance,decraft-finance,
CRAZY,CRAZY,crazy,
CRED2,Street Credit,street-credit,
CRING,Darwinia Crab Network,darwinia-crab-network,
CRYP2,CrypCore,crypcore,
CTENA,CATENA,catena,
CTRX2,CyberTrons,cybertrons,
CTRX6,cyberTron,cybertron3,
CUBAN,Cuban Coin,cuban-coin,
CURIO,CurioInvest,curioinvest,
CUSD2,Cryptousd,cryptousd,
CUSD3,cUSD Currency,cusd-currency,
CXRBN,Carbon Coin,carbon-coin2,
CYBR1,CYBER,cyber,
CYBR2,CYBR,cybr1,
CYCLE,Cycle Token,cycle-token,
Catty,Catty Coin,catty-coin,
Cred1,StarWars,Cred,
DACC2,DACC2,dacc2,
DACMI,DACMI,dacmi,
DAILY,CoinDaily,coindaily,
DAINE,DAIN,dain,
DAISY,Daisy,daisy,
DANCE,DANCE,dance,
DANGO,DANGO,dango,
DANUA,Danua,danua,
DAOFI,DAOFi,daofi,
DAOVC,DAO.VC,dao-vc,
DAYTA,Dayta,dayta,
DBALL,DrakeBall Token,drakeball-token,
DCASH,Diamond Cash,diamond-cash,
DDOGE,Dirty Doge,dirty-doge,
DDOOS,Dollarydoos,dollarydoos,
DDRST,DigiDinar StableToken,digidinar-stabletoken,
DE.cx,Deere Tokenized Stock,de.cx,
DEFIL,PieDAO DEFI Large Cap,piedao-defi-largecap,
DEFIY,DeFiFarms,defifarms,
DEGEN,Degenerates,degenerates,
DEGOV,Degov,degov,
DEPAY,DePay,depay,
DETF1,DiceETF,diceetf,
DEURO,Digital Euro,digital-euro,
DG.cx,Dollar General Tokenized Stock,DG.cx,
DIAMD,DIAMOND,diamond2,
DICE3,TRONbetDice,tronbetdice,
DICET,Dice Money,dice-money,
DIGEX,Digex,digex,
DIGI2,Digiverse,digiverse,
DINGO,Dingocoin,dingocoin,
DIREC,DirectHome,directhome,
DISC1,TronPlayerDisc,tronplayerdisc,
DITTO,Ditto Money,ditto-money,
DIVID,Divider,divider,
DOGE2,Dogecoin 2.0,dogecoin-2,
DOGEN,Dogen Finance,dogen-finance,
DOGET,Doge Token,doge-token,
DOGGY,Cryptonftdoggy,cryptonftdoggy,
DOGOS,DOGO SWAP,dogo-swap,
DONUT,Donut,donut-token,
DOPE2,Dopeswap,dopeswap,
DOTUP,Binance Polkadot Long,binance-polkadot-long,
DPACE,DefPace,defpace,
DREAM,DreamTeam,dreamteam-token,
DROP2,Tinlake DROP Token,tinlake-drop-token,
DROP3,DROP Token,drop-token-detoken,
DROP4,Drops dPoint Token,drops-dpoint-token,
DRUGS,DrugsV2,drugsv2,
DRUNK,DrunkDoge,drunkdoge,
DSTOQ,DSTOQ,dstoq,
DSWAP,Definex,definex,
DUCK3,DuckSwap,duckswap,
DUCK4,DuckToken,ducktoken,
DUCK5,Unit Protocol New,unit-protocol-new,
DVIUS,DVIUS,dvius,
DXIOT,dXIOT,dxiot,
EA.cx,Electronic Arts,EA.cx,
EASYF,EasyFeedback Token,easyfeedback-token,
ECAMP,Ether Camp,ether-camp,
ECELL,Consensus Cell Network,consensus-cell-network,
ECHO3,echoDeFi,echodefi,
EFFIN,Effortless Finance,effortless-finance,
EFILE,eFilingPlus,efilingplus,
EGAS2,Egas,egas,
EGOLD,eGold,egold,
EIDOS,EIDOS,eidos,
ELINK,iLink2Music,ilink2music,
ELONS,ElonCity Token,eloncity-token,
EMAX2,EthereumMax,ethereummax,
EMHMC,EmhmCoin,emhmcoin,
EMTRG,Meter Governance mapped by Meter.io,meter-governance-mapped-by-meter,
ENT 3,Presale Ventures,presale-ventures,
EOSUP,Binance EOS Long,binance-eos-long,
EQUOS,Sidera,eQUOS,
EROS2,Eros,eros-token,
ESHIP,EliteShipperToken,eliteshippertoken,
ESHOP,ESHOP,eshop,
ESOCH,EsoCash,esocash,
ETH23,Enercom AG,enercom-ag,
ETH3L,Ether 3x Daily Long,ether-3x-daily-long,
ETH3S,Ether 3x Daily Short,ether-3x-daily-short,
ETHBN,DogData,dogdata,
ETHER,ETHERLANCE,etherlance,
ETHFI,Ethereum Fire Insurance,ethereum-fire-insurance,
ETHIX,EthicHub,ethichub,
ETHPR,Ethereum Premium,ethereum-premium,
ETHPY,Etherpay,etherpay,
ETHTT,Ethereum Travel Token,ethereum-treavel-token,
ETHUP,Binance Ethereum Long,binance-ethereum-long,
ETNXP,Electronero Pulse,electronero-pulse,
EULER,Eulers.Tools Token,eulers-tools-token,
EUSD2,Egoras Dollar,egoras-dollar,
EVAPE,EveryApe,everyape,
EXILE,Exile,exile,
EZ365,EZ365,ez365,
EZPAY,EazyPayZa,eazypayza,
FAKE1,Kaoscandy,kaoscandy1,
FAME2,FameOne,fameone,
FARM3,Farm Token,farm-token,
FASTX,TRANSFAST,fastx-transfast,
FB.cx,Facebook Tokenized Stock,FB.cx,
FBull,FireBull Finance,firebull-finance,
FE.cx,FirstEnergy Corp.,FE.cx,
FESTY,Festy,festy,
FIATT,FIATT Token,fiatt-token,
FIELD,FIELD,field,
FILUP,Binance Filecoin Long,binance-filecoin-long,
FINE2,FineToken,finetoken,
FIRE2,Powershare,powershare,
FIRE3,Fireball,fireball,
FIRE4,GreenFire,greenfire,
FLAPX,FlapX,flapx,
FLEX2,FLEX,flex,
FLIP2,Chainflip,chainflip,
FLOKI,Floki Inu,floki-inu,
FLOW4,BlobFlow,blobflow,
FLUX2,FLUX tokens,flux-tokens,
FLUX3,Flux,flux,
FMARS,Fair Mars,fair-mars,
FOOD2,FoodNation,foodnation,
FOPAY,FoPay,fopay,
FORK2,Gastro Advisor,gastro-advisor,
FOUND,ccFOUND,ccfound,
FP.cx,Total Tokenized Stock,FP.cx,
FRANK,CryptoFranchise,cryptofranchise,
FREAK,FreakChain,freakchain,
FREET,Free Token,free-token,
FRIES,fry.world,fry-world,
FROGE,Froge Coin,froge-coin,
FRST2,Forest Foundation,forest-foundation,
FSHIB,Floki Shiba,floki-shiba,
FSTER,Friendster Token,friendster-token,
FUND1,FundMe,fundme,
FUND2,Fundament Real Estate,fundament-real-estate,
FUNTO,FunnyToken,funnytoken,
FUSII,Fusible,fusible,
GAIN2,Gainfy,gainfy,
GAIN3,Gain Protocol,gain-protocol,
GBPT2,GreatBritishPoundToken,greatbritishpoundtoken,
GCASH,Go Cash Coin,go-cash-coin,
GD.cx,General Dynamics Tokenized Stock,GD.cx,
GE.cx,General Electric Co Tokenized Stock,GE.cx,
GECKO,Gecko Swap,gecko-swap,
GEN 3,GENEXI,genexi,
GENIX,Genix,genix,
GIFT3,Gift Token,gifttoken,
GLASS,GLASS,glass,
GLINK,Grayscale ChainLink Trust,grayscale-link-tokenized,
GM.cx,GM,GM.cx,
GMANA,Grayscale Decentraland Trust,grayscale-decentraland-tokenized,
GNANA,Golden Banana,golden-banana,
GNOTE,GhostNote,ghostnote,
GOAT2,Goat Swap,goat-swap,
GOATM,Goatmoonswap,goatmoonswap,
GOLD4,TROY,troy,
GOLD9,Gold Cash,gold-cash,
GOLDR,Golden Ratio Coin,golden-ratio-coin,
GOLDX,GOLDX,goldx,
GRAIN,Grain,grain,
GRAND,Grandle,grandle,
GRANO,Grano Protocol,grano-protocol,
GRAPE,Grape Swap,grape,
GRAPH,UniGraph,unigraph,
GREIT,Rilstat,rilstat,
GRIM2,GrimToken,grimtoken,
GROVE,Orange Grove,grove,
GSAIL,SolanaSail Governance Token,solanasail-governance-token,
GT.cx,The Goodyear Tire & Rubber Company Tokenized Stock,GT.cx,
GUIDE,bmy.guide,bmyguide,
GUNS2,GUNS,guns,
GVINE,Grapevine,grapevine,
Good1,Goodactions,Good,
HALAL,HALALCOIN,halalcoin,
HANDY,Handy,handy,
HARD2,Harvest.io,harvest,
HAREM,Harem,harem,
HASH2,Hashbon,hashbon,
HAWK2,Hawk Network,hawk-network,
HCART,HCART,hcart,
HCASH,HexCash,hexcash,
HD.cx,The Home Depot,HD.cx,
HDOGE,Hybrid Doge V2,,
HEDGE,1x Short Bitcoin Token,1x-short-bitcoin-token,
HELP6,Homeless Dogs,homeless-dogs,
HERO2,Intelligent Hero,intelligent-hero,
HERO3,BETHERO,bethero,
HERO5,FarmHero,farmhero,
HIGH1,High Gain,high-gain,
HIGHT,HighCoin,highcoin,
HILL2,HELIXHILLS,helixhills,
HIPPO,HippoFinance,hippo-finance,
HIRE2,Hire,hire,
HITC2,Help Insurance Trust Consultant,help-insurance-trust-consultant,
HMSTR,Hamster Defi,hamster-defi,
HOARD,Hoard Wallet,hoard-wallet,
HODL1,HODL,hodl,
HOKK2,Hokkaidu Inu BSC,hokkaidu-inu-bsc,
HOLVI,HOLVI,holvi,
HOROR,Halloween,halloween,
HRTPK,HEARTPACK,heartpack,
HUNNY,Pancake Hunny,pancake-hunny,
HUSD2,Heco-Peg HUSD Token,heco-peg-husd-token,
HYPE2,HYPEPROFIT,hyperprofit,
HYPER,HyperChain,hyperchain,
IBETH,Interest Bearing ETH,ibeth,
IBVOL,FTX Inverse BTC Vol Token,inverse-bitcoin-volatility-token,
ICOIN,iCoin International,icoin-international,
IDALL,IDall,idall,
IDASH,iDASH,idash,
IDEXB,IDEXB Token,idexb-token,
IDORU,Vip2Fan,vip2fan,
IFOOD,Ifoods Chain,ifoods-chain,
ILINK,iLINK,ilink,
INBIT,PrepayWay,prepayway,
INDCA,IndicaGeneSeed,indicageneseed,
INDEX,Index Cooperative,index-cooperative,
INFLR,Inflr,inflr,
INSTA,Instoken,instoken,
INTER,Internacional Coin,internacional-coin,
INVOX,Invox Finance,invox-finance,
IP.cx,International Paper Tokenized Stock,IP.cx,
IRON2,Spartron,spartron,
IZOBI,iZOBi,izobi,
JASMY,Jasmy,jasmy,
JCASH,JCASH,jcash,
JD.cx,Jd.Com,JD.cx,
JUICE,Moon Juice,moon-juice,
KASH2,Kassia Hotel,kassia-hotel,
KEYFI,KEYFI,keyfi,
KICK2,KickStart,kickstart,
KICK3,KICK.IO,kick-io,
KIND2,Kindcow,kindcow,
KING2,KingToken,kingtoken,
KISHU,Kishu Inu,kishu-inu,
KITSU,Kitsune Inu,kitsune-inu,
KIWI1,KIWIBerry,kiwiberry1,
KIWI2,Kiwi,kiwi,
KIWI3,KiwiSwap Finance,kiwiswap-finance,
KLEAR,Klear Finance,klear-finance,
KLING,BorgSwap,borgswap,
KLOWN,Ether Clown,ether-clown,
KO.cx,Coca-Cola Tokenized Stock,KO.cx,
KODAK,KODAKCoin,kodakcoin,
KOIN2,KoinSwap,koinswap,
KOMET,Komet Finance,komet,
KORE2,KORE Vault,kvaultfinance,
KOWAL,Kowalski Token,kowalski-token,
KP3RB,Keep3r BSC Network,keep3r-bsc-network,
KURAI,Kurai MetaVerse,kurai-metaverse,
LAIKA,Laika Protocol,laika-protocol,
LAND3,Landshare Token,landshare-token,
LATAM,LATAM Manufacturing Dividend Token,latam-manufacturing-dividend-tok,
LB.cx,L Brands Tokenized Stock,LB.cx,
LBC10,Justinas Staugaitis,justinas-staugaitis,
LBRTY,LIBERTY,liberty,
LEAF1,LeafUp,leafup,
LEASH,Doge Killer,doge-killer,
LIMEX,Limestone Network,limestone-network,
LIMIT,LimitSwap,limitswap,
LIMON,LIMON Finance,limon-finance,
LINA2,Linear Finance,linear-finance,
LION2,Cryptoenter LION,lion,
LION3,LionSwap,lionswap,
LIVE2,TRONbetLive,tronbetlive,
LLION,Lydian Lion,lydian-lion,
LNCHX,LaunchX,launchx,
LOOK2,Look Lateral,look-lateral,
LPOOL,LaunchPoolXYZ,launchpoolxyz,
LTCUP,Binance Litecoin Long,binance-litecoin-long,
LUCK1,LuckyTron,luckytron,
LX.cx,LexinFintech Holdings Ltd. Tokenized Stock,LX.cx,
Like2,LogoLike,Like,
Lotto,Lotto,Lotto,
MA.cx,Mastercard Inc Tokenized Stock,MA.cx,
MAGA1,MAGATOKEN,magatoken,
MAKI2,MakiV2,maki-finance,
MANDI,Mandi Token,mandi-token,
MANGO,Mango Finance,mango-finance,
MANNA,Manna,manna,
MANY2,ManySwap,manyswap,
MARCO,Marble Coin,marble-coin,
MARS2,MARS.Finance,mars.finance,
MARS3,MarsSwap,,
MARSH,Unmarshal,unmarshal,
MATCH,MATCH,match,
MATE2,Mate,mate,
MBTC2,mBTC,mbtc,
MC.cx,Lvmh Moet Hennessy Louis Vuitton Se Tokenized Stock,MC.cx,
MCAKE,Mooncake Swap,mooncake-swap,
MCOIN,MBI DeFi,Mcoin,
MD.cx,Mednax,MD.cx,
MDSIM,Neonious Token,neonious-token,
MEDI3,MediConnect,mediconnect,
MEDTK,Medica,medica,
MEDX1,MedXHealth,medxhealth,
MEME1,Pepe,pepe,
MEME4,Meme,meme,
MENOT,Menot,menot,
MEOW2,Meowcoin,meowcoin,
MERCI,MERCI,merci,
MEROE,MEROE,meroe,
META3,MetaCert Protocol,metacert-protocol,
METIS,Metis Token,metis-token,
MILK2,MILK2,milk2,
MILK3,MilkSwap,milk,
MILL2,Millennium Club,millennium-club,
MIMIC,MIMIC,mimic,
MINA2,Mina Token (IOU),mina-token,
MINDS,Minds,minds,
MINER,Miner Token,miner-token,
MINT4,MinterPro,minterpro,
MISLE,Missile Token,missile-token,
MJ.cx,ETFMG Alternative Harvest ETF Tokenized Stock,MJ.cx,
MMAON,MMAON,mmaon,
MNDCC,Mondo Community Coin,mondo-community-coin,
MOCHA,MochaChain,mochachain,
MOCHI,MochiSwap,mochiswap,
MOIST,MOIST,moist,
MOMAT,Moma Protocol,moma-protocol,
MONEX,Monex,monex,
MOON3,MoonTrader,moon-token,
MOON5,r/CryptoCurrency Moons,cryptocurrency-moons,
MOONA,totheMoon.ART,tothemoon-art,
MOONI,Mooni,mooni,
MOONY,Moony Token,moony-token,
MORPH,Morphose,morpheus-network,
MOUSE,MouseMN,mousemn,
MOVE2,Moveo,moveo,
MOZOX,MozoX,mozox,
MPAY2,MerchentPay,merchentpay,
MPOND,MegaPOND,megapond,
MRYJN,MaryJane,maryjane,
MSGFO,MSGFractionalOwnership,msgfractionalownership,
MSWAP,MoneySwap,moneyswap,
MTCX2,MythicX,mythic,
MU.cx,"Micron Technology, Inc. Tokenized Stock",MU.cx,
MUNCH,Munch Token,munch-token,
MUSD2,mUSD,musd,
MVEDA,Medicalveda,MVEDA,
MWBTC,MetaWhale BTC,metawhale-btc,
MYDFS,MyDFS,mydfs,
MYOBU,Myōbu,myobu,
NATEE,NATEE,natee,
NAVI2,Navibration,navibration,
NAVI3,Natus Vincere Fan Token,atus-vincere-fan-token,
NDFIL,Neverend Ecentralization Filecoin,neverend-ecentralization-filecoi,
NECOS,Nano Ecosystem,nano-ecosystem,
NEWS2,NewsTokens,cryptonewsnet,2973
NEXBT,Native XBTPro Exchange Tоken,nexbt-token,
NFTA2,NFracTion,nfta2,
NFTFY,Nftfy,nftfy,
NHBTC,NEST Protocol,nhbtc,
NIIFI,NiiFi,niifi,
NINJA,NinjaCoin,ninjacoin,
NLIFE,Night Life Crypto,night-life-crypto,
NLINK,NuLINK,nulink,
NOBLE,Agrinoble Token,agrinoble-token,
NODE2,Pocket Node,pocket-node,
NOTE2,Republic Note,republic-note,
NOVA2,Shiba NOVA,shiba-nova,
NTVRK,Netvrk,netvrk,
NUDGE,Impetus One,impetus-one,
NUMUS,NumusCash,numuscash,
NUTSG,NUTS Gaming,nuts-gaming,
NYAN2,YieldNyan,yieldnyan,
OASIS,OASIS,oasis-token,
OKURI,OKURI JAPAN,okuri-japan,
OLIFE,Olife,olife,
OLIVE,Olive Cash,,
ORBS2,Orbis,orbis,
ORBYT,BitOrb,bitorb,
OSWAP,OpenSwap,openswap,
PADOS,PadosCoin,padoscoin,
PAHOO,Pahoo Coin,pahoo-coin,
PAKKA,NextPakk,nextpakk,
PARA2,Parallel Finance,parallel-finance,
PASS2,Wisepass,wisepass,
PASTA,Spaghetti,spaghetti,
PAYOU,Payou Finance,payou-finance,
PCAKE,Polycake Token,polycake-token,
PCPit,preChargeTRX,PCPit,
PDOGE,Pride Doge Coin,pride-doge-coin,
PEACH,PeachSwap,peachswap,
PEARL,Pearl Finance,pearl-finance,
PENGU,Pengu Token,pengu-token,
PEOS2,pEOS,peos-pnetwork,
PERLA,PERLACURRENCY,perlacurrency,
PFARM,Farm Defi,farm-defi,
PGOLD,Pyrrhos Gold,pyrrhos-gold,
PGPAY,Puregold,puregold,
PHOON,Typhoon Cash,typhoon-cash,
PHOTO,Photocentra.com,photocentra-com,
PICA2,Picasso,picasso,
PIMON,PIMONCOIN,pimoncoin,
PING2,Sonar,sonar,
PINMO,Pinmo,pinmo,
PINT2,Picolo,picolo,
PIXBY,PIXBY,pixby-project,
PIXIU,PIXIU FINANCE,pixiu-finance,
PKMON,PolkaMonster,polkamonster,
PKOIN,Pocketcoin,pocketcoin,
PLAAS,PLAAS,plaas,
PLANT,PLANTCOIN,plantcoin,
PLAY2,PLAY,play,
PLAYR,Playrs,playrs,
PLAZA,Plaza Systems,plaza-systems,
PLUT2,Pluto,pluto,
PNODE,Pinknode,pinknode,
POOL2,PoolTogether,pooltogether,
POOLT,PoolToken,pooltoken,
POOMP,Poompcoin,poompcoin,
PORN2,PORN,porn2,
PORN3,PORN,,
PORNX,PORNX,pornx,
PORT2,Port Finance,port-finance,
PORTE,Payment Porte,payment-porte,
PORUS,PORUS COIN,porus-coin,
POST2,IPSE,ipse,
POTUS,PixelPotus,pixelpotus,
POWER,UniPower,unipower,
PRARE,PolkaRare,polkarare,
PRDX2,Predix Network,predix-network,
PRIME,PrimeDAO,primedao,
PRINT,Printer,printer,
PROMO,PROMO,promo,
PRSTX,PRESTO,presto,
PSWAP,Sora PSWAP Token,sora-pswap-token,
PUMP3,Pumpkin Defi,pumpkin-defi,
Q8E20,Q8E20 Token,q8e20-token,
QLEAR,Qlear Protocol,qlear-protocol,
QS.cx,QuantumScape Corporation,QS.cx,
QUACK,Rich Quack,rich-quack,
QUBTC,Qubitcoin,qubitcoin2,
QUICK,Quickswap,quick,
RADAR,Radarcoin,radarcoin,
RADIO,RADION,radion,
RAIN2,RainCheck,raincheck,
RAIN4,RAIN Network,rain-network,
RAPOO,Rapoodog,rapoodog,
RAPTR,Raptor Finance,raptor-finance,
